brand,ats,identifier,url,verified_name,jobs,sg_jobs,needs_review,src,ai_confidence
Sandbox VR,lever,sandboxvr,https://jobs.lever.co/sandboxvr,,17,0,0.0,api_sniff,
Sanhua,taleo (browser),https://sanhua.taleo.net,https://sanhua.taleo.net,sanhua,-1,-1,,ai,low
Sanko Gosei,ai (browser),https://www.sanko-gosei.com/recruit/,https://www.sanko-gosei.com/recruit/,,-1,-1,,ai,low
Sankyu,ai (browser),https://www.sankyu.com/careers,https://www.sankyu.com/careers,,-1,-1,,ai,low
Sansiri,ai (browser),https://www.sansiri.com/thai/404?q=careers,https://www.sansiri.com/thai/404?q=careers,,-1,-1,,ai,low
Santos,taleo (browser),https://santos.taleo.net/careersection/external/jobsearch.ftl,https://santos.taleo.net/careersection/external/jobsearch.ftl,santos,-1,-1,,ai,low
Santova,ai (browser),https://www.santova.com/careers,https://www.santova.com/careers,,-1,-1,,ai,low
Schaeffler,ai (browser),https://jobs.schaeffler.com/,https://jobs.schaeffler.com/,,-1,-1,,ai,high
Schreder,ai (browser),https://www.schreder.com/en/careers,https://www.schreder.com/en/careers,,-1,-1,,ai,low
Schreiber Foods,ai (browser),https://careers.schreiber.com/,https://careers.schreiber.com/,,-1,-1,,ai,low
Science in Sport,ai (browser),https://careers.scienceinsport.com/,https://careers.scienceinsport.com/,,-1,-1,,ai,low
Scotts,workday,https://scottsmiraclegro.wd5.myworkdayjobs.com/SMGExternal,https://scottsmiraclegro.wd5.myworkdayjobs.com/SMGExternal,scottsmiraclegro,213,-1,,ai,low
Seagate,ai (browser),https://www.seagate.com/sg/en/jobs/,https://www.seagate.com/sg/en/jobs/,,-1,-1,,ai,high
Seamless,ai (browser),https://seamless.se/careers/,https://seamless.se/careers/,,-1,-1,,ai,low
Searidge,ai (browser),https://searidge.com/careers,https://searidge.com/careers,,-1,-1,,ai,low
Sebia,successfactors (browser),https://career2.successfactors.eu/career?career_ns=job_listing&company=sebia&career_job_req_id=6131,https://career2.successfactors.eu/career?career_ns=job_listing&company=sebia&career_job_req_id=6131,sebia,-1,-1,0.0,api_sniff,
Secret Recipe,ai (browser),https://secretrecipe.com/careers,https://secretrecipe.com/careers,,-1,-1,,ai,low
Securitas,smartrecruiters,securitas,https://careers.smartrecruiters.com/securitas,Securitas,1220,0,0.0,api_sniff,
Securonix,ai (browser),https://www.securonix.com/company/careers/,https://www.securonix.com/company/careers/,,-1,-1,,ai,low
Seeburger,successfactors (browser),https://career5.successfactors.eu/career?site=&company=seeburgera&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career5.successfactors.eu/career?site=&company=seeburgera&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,seeburger,-1,-1,,ai,low
Sensient Technologies,ai (browser),https://careers.sensient.com/en,https://careers.sensient.com/en,,-1,-1,,ai,low
Sensus,ai (browser),https://www.xylem.com/en-us/brand/sensus/,https://www.xylem.com/en-us/brand/sensus/,,-1,-1,,ai,low
Sephora,ai (browser),https://jobs.sephora.com/,https://jobs.sephora.com/,,-1,-1,,ai,high
Serapid,ai (browser),https://www.serapid.com/careers,https://www.serapid.com/careers,,-1,-1,,ai,low
Serta,taleo (browser),https://serta.taleo.net/careersection/serta_external/jobsearch.ftl,https://serta.taleo.net/careersection/serta_external/jobsearch.ftl,serta,-1,-1,,ai,low
Shake Shack,smartrecruiters,shakeshack,https://careers.smartrecruiters.com/shakeshack,Shake Shack,1,0,0.0,api_sniff,
Shanghai International Port Group,ai (browser),https://www.sipg.com.cn/Error/Index,https://www.sipg.com.cn/Error/Index,,-1,-1,,ai,low
Shanghai Tunnel Engineering,ai (browser),https://www.stecs.com.sg/stecscareers,https://www.stecs.com.sg/stecscareers,,-1,-1,,ai,high
SharkNinja,ai (browser),https://careers.sharkninja.com/,https://careers.sharkninja.com/,,-1,-1,,ai,low
Shutterstock,workday,https://shutterstock.wd1.myworkdayjobs.com/ShutterstockCareers,https://shutterstock.wd1.myworkdayjobs.com/ShutterstockCareers,shutterstock,4,-1,1.0,api_sniff,
Sichuan Airlines,ai (browser),https://www.sichuanairlines.com/en/about/careers,https://www.sichuanairlines.com/en/about/careers,,-1,-1,,ai,low
Silberline,ai (browser),https://www.eckart.net/en/,https://www.eckart.net/en/,,-1,-1,,ai,low
SilverPush,ai (browser),https://silverpush.co/careers/,https://silverpush.co/careers/,,-1,-1,,ai,low
Singapore Technologies,successfactors (browser),https://career10.successfactors.com/career?site=&company=singaporet&lang=en_GB&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career10.successfactors.com/career?site=&company=singaporet&lang=en_GB&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,singaporetechnologies,-1,-1,,ai,high
Singleron Biotechnologies,ai (browser),https://singleron.bio/careers/,https://singleron.bio/careers/,,-1,-1,,ai,high
Sinokor,taleo (browser),https://sinokor.taleo.net,https://sinokor.taleo.net,sinokor,-1,-1,,ai,low
Six Seconds,ai (browser),https://www.6seconds.org/,https://www.6seconds.org/,,-1,-1,,ai,low
Skanray,ai (browser),https://world.skanray.com/,https://world.skanray.com/,,-1,-1,,ai,low
Skuld,ai (browser),https://www.skuld.com/careers,https://www.skuld.com/careers,,-1,-1,,ai,low
SmallRig,ai (browser),https://www.smallrig.com/global/careers,https://www.smallrig.com/global/careers,,-1,-1,,ai,low
SmartNews,workable (browser),https://apply.workable.com/smartnews/,https://apply.workable.com/smartnews/,smartnews,-1,-1,,ai,low
Smarte Carte,ai (browser),https://smartecarte.com/careers/,https://smartecarte.com/careers/,,-1,-1,,ai,low
Smiths Detection,ai (browser),https://www.smithsdetection.com/careers/,https://www.smithsdetection.com/careers/,,-1,-1,,ai,low
Smollan,ai (browser),https://smollan.com,https://smollan.com,,-1,-1,,ai,low
Socomec,ai (browser),https://www.socomec.com/en/careers,https://www.socomec.com/en/careers,,-1,-1,,ai,low
SoftBank,ai (browser),https://www.softbank.jp/recruit/,https://www.softbank.jp/recruit/,,-1,-1,,ai,low
Softiron,ai (browser),https://softiron.com/careers/,https://softiron.com/careers/,,-1,-1,,ai,low
Softlink,workable (browser),https://apply.workable.com/softlink/,https://apply.workable.com/softlink/,softlink,-1,-1,,ai,low
Sojitz,ai (browser),https://www.sojitz.com/en/,https://www.sojitz.com/en/,,-1,-1,,ai,low
SolarWinds,greenhouse,solarwinds,https://boards.greenhouse.io/solarwinds,SolarWinds,90,1,0.0,api_sniff,
Solpac,ai (browser),https://www.solpac.com/careers,https://www.solpac.com/careers,,-1,-1,,ai,low
Solta Medical,ai (browser),https://www.solta.com/careers,https://www.solta.com/careers,,-1,-1,,ai,low
Southern Baptist Convention,ai (browser),https://jobs.sbc.net/,https://jobs.sbc.net/,,-1,-1,,ai,low
Sphera,workday,https://sphera.wd1.myworkdayjobs.com/Careers,https://sphera.wd1.myworkdayjobs.com/Careers,sphera,30,-1,0.0,api_sniff,
Splashtop,ai (browser),https://www.splashtop.com/about/careers,https://www.splashtop.com/about/careers,,-1,-1,,ai,high
Sportfive,ai (browser),https://sportfive.com/careers,https://sportfive.com/careers,,-1,-1,,ai,low
Spotify,lever,spotify,https://jobs.lever.co/spotify,,104,2,0.0,api_sniff,
Sprout Social,greenhouse,sproutsocial,https://boards.greenhouse.io/sproutsocial,Sprout Social,5,0,0.0,api_sniff,
Squaretrade,ai (browser),https://www.squaretrade.com/careers/,https://www.squaretrade.com/careers/,,-1,-1,,ai,high
StackAdapt,greenhouse,stackadapt,https://boards.greenhouse.io/stackadapt,StackAdapt,87,2,0.0,api_sniff,
Standard Biotools,workday,https://standardbiotools.wd5.myworkdayjobs.com/External,https://standardbiotools.wd5.myworkdayjobs.com/External,standardbiotools,3,-1,1.0,api_sniff,
Star Bulk,ai (browser),https://www.starbulk.com/gr/en/on-shore/,https://www.starbulk.com/gr/en/on-shore/,,-1,-1,,ai,high
StarHub,ai (browser),https://careers.starhub.com/,https://careers.starhub.com/,,-1,-1,,ai,low
Starburst Data,greenhouse,starburst,https://boards.greenhouse.io/starburst,Starburst,16,0,0.0,api_sniff,
StayInFront,ai (browser),https://www.stayinfront.com/careers/,https://www.stayinfront.com/careers/,,-1,-1,,ai,low
StemCell Technologies,workday,https://stemcell.wd3.myworkdayjobs.com/External_Careers,https://stemcell.wd3.myworkdayjobs.com/External_Careers,stemcell,22,-1,0.0,api_sniff,
Stena Line,ai (browser),https://stenaline.com/career/job-openings/,https://stenaline.com/career/job-openings/,,-1,-1,,ai,high
Studyportals,ai (browser),https://studyportals.com/careers/,https://studyportals.com/careers/,,-1,-1,,ai,low
Subcom,ai (browser),https://www.paycomonline.net/v4/ats/web.php/portal/D643FF77D905DF5085183AF26960B58C/career-page,https://www.paycomonline.net/v4/ats/web.php/portal/D643FF77D905DF5085183AF26960B58C/career-page,,-1,-1,,ai,low
Subsea 7,ai (browser),https://careers.subsea7.com/,https://careers.subsea7.com/,,-1,-1,,ai,high
Sucofindo,ai (browser),https://sucofindo.com/careers,https://sucofindo.com/careers,,-1,-1,,ai,low
Sumitomo,ai (browser),https://www.sumitomocorp.com/en/asia-oceania/careers,https://www.sumitomocorp.com/en/asia-oceania/careers,,-1,-1,,ai,high
Sumitomo Corporation,ai (browser),https://www.sumitomocorp.com/en/global/404?item=%2fcareers&user=extranet%5cAnonymous&site=website,https://www.sumitomocorp.com/en/global/404?item=%2fcareers&user=extranet%5cAnonymous&site=website,,-1,-1,,ai,low
Sumitomo Electric Industries,ai (browser),https://www.sumitomo-electric.com/careers,https://www.sumitomo-electric.com/careers,,-1,-1,,ai,low
Sumsub,ai (browser),https://sumsub.com/careers/,https://sumsub.com/careers/,,-1,-1,,ai,high
Sunseeker,ai (browser),https://www.sunseeker.com/en/careers,https://www.sunseeker.com/en/careers,,-1,-1,,ai,low
Sunsuper,oracle,https://hcgh.fa.ap1.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3001,https://hcgh.fa.ap1.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3001,sunsuper,22,-1,,ai,low
Surecomp,ai (browser),https://www.surecomp.com/careers,https://www.surecomp.com/careers,,-1,-1,,ai,low
Suunto,ai (browser),https://www.suunto.com/careers,https://www.suunto.com/careers,,-1,-1,,ai,medium
Suzumo,ai (browser),https://www.suzumo.com/,https://www.suzumo.com/,,-1,-1,,ai,low
Suzuyo,ai (browser),https://www.suzuyo.co.jp/recruit/,https://www.suzuyo.co.jp/recruit/,,-1,-1,,ai,low
Swire,ai (browser),https://careers.swire.com/en,https://careers.swire.com/en,,-1,-1,,ai,low
Swiss Re,successfactors (browser),https://career2.successfactors.eu/career?career_company=SwissRe&lang=en_GB&company=SwissRe&site=&loginFlowRequired=true,https://career2.successfactors.eu/career?career_company=SwissRe&lang=en_GB&company=SwissRe&site=&loginFlowRequired=true,swissre,-1,-1,1.0,api_sniff,
Swisslog,ai (browser),https://www.swisslog.com/en-us,https://www.swisslog.com/en-us,,-1,-1,,ai,low
Synamedia,ai (browser),https://www.synamedia.com/careers/,https://www.synamedia.com/careers/,,-1,-1,,ai,low
Synechron,smartrecruiters,synechron,https://careers.smartrecruiters.com/synechron,Synechron,3,0,1.0,api_sniff,
Synopsys,avature (browser),https://synopsys.avature.net/talentcommunity?jobId=88&amp;source=Radancy&amp;tags=Careersite_leads,https://synopsys.avature.net/talentcommunity?jobId=88&amp;source=Radancy&amp;tags=Careersite_leads,synopsys,-1,-1,0.0,api_sniff,
Synpulse,ai (browser),https://www.synpulse.com/en/careers,https://www.synpulse.com/en/careers,,-1,-1,,ai,low
Syska Hennessy,greenhouse,syskahennessy,https://boards.greenhouse.io/syskahennessy,Syska Hennessy Group,111,0,0.0,api_sniff,
TBWA,ai (browser),https://tbwa.com/page-not-found/,https://tbwa.com/page-not-found/,,-1,-1,,ai,low
TIAA,workday,https://tiaa.wd1.myworkdayjobs.com/Search,https://tiaa.wd1.myworkdayjobs.com/Search,tiaa,166,-1,,ai,high
TNO,ai (browser),https://www.tno.nl/en/careers/,https://www.tno.nl/en/careers/,,-1,-1,,ai,low
TP ICAP,smartrecruiters,tpicap,https://careers.smartrecruiters.com/tpicap,TP ICAP,4,0,0.0,api_sniff,
TRC Systems,ai (browser),https://www.trcsystems.com/careers,https://www.trcsystems.com/careers,,-1,-1,,ai,low
TRL Krosaki,ai (browser),https://www.trlkrosaki.com/careers,https://www.trlkrosaki.com/careers,,-1,-1,,ai,low
TUV SUD,ai (browser),https://careers.tuvsud.com/,https://careers.tuvsud.com/,,-1,-1,,ai,medium
TVS,ai (browser),https://www.tvs.com/careers,https://www.tvs.com/careers,,-1,-1,,ai,low
Tabreed,ai (browser),https://careers.tabreed.ae/,https://careers.tabreed.ae/,,-1,-1,,ai,low
Taihei,ai (browser),https://www.taihei.com/careers,https://www.taihei.com/careers,,-1,-1,,ai,low
Taiyo,ai (browser),https://taiyo.com.sg/careers/,https://taiyo.com.sg/careers/,,-1,-1,,ai,low
Taiyo Ink,ai (browser),https://www.taiyo-hd.co.jp/jp/index.html,https://www.taiyo-hd.co.jp/jp/index.html,,-1,-1,,ai,low
Takeda,workday,https://takeda.wd3.myworkdayjobs.com/External,https://takeda.wd3.myworkdayjobs.com/External,takeda,1655,-1,0.0,api_sniff,
Takeda Pharmaceuticals,avature (browser),https://takeda.avature.net/TakedaTalentCommunity,https://takeda.avature.net/TakedaTalentCommunity,takedapharmaceuticals,-1,-1,,ai,high
Talkdesk,greenhouse,talkdesk2,https://boards.greenhouse.io/talkdesk2,Talkdesk,50,0,,ai,high
Tanla,ai (browser),https://www.tanla.com/careers,https://www.tanla.com/careers,,-1,-1,,ai,low
Tasaki,ai (browser),https://careers.tasaki.co.jp/,https://careers.tasaki.co.jp/,,-1,-1,,ai,low
Tata,ai (browser),https://www.tata.com/careers/jobs/joblisting,https://www.tata.com/careers/jobs/joblisting,,-1,-1,,ai,high
Taulia,ai (browser),https://taulia.com/company/careers/,https://taulia.com/company/careers/,,-1,-1,,ai,low
Tech Data,phenom (browser),https://careers.tdsynnex.com/us/en/search-results?keywords={search_term_string},https://careers.tdsynnex.com/us/en/search-results?keywords={search_term_string},techdata,-1,-1,1.0,api_sniff,
Tech Mahindra,ai (browser),https://careers.techmahindra.com/,https://careers.techmahindra.com/,,-1,-1,,ai,high
Technos,recruitee (browser),https://technos.recruitee.com,https://technos.recruitee.com,technos,-1,-1,,ai,low
Tecnicas Reunidas,ai (browser),https://www.tecnicasreunidas.es/careers/,https://www.tecnicasreunidas.es/careers/,,-1,-1,,ai,low
Tecnikabel,ai (browser),https://www.tecnikabel.com/page-not-found/,https://www.tecnikabel.com/page-not-found/,,-1,-1,,ai,low
Teekay,oracle,https://eipv.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001,https://eipv.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001,teekay,3,-1,1.0,api_sniff,
Telechips,ai (browser),https://careers.telechips.com/,https://careers.telechips.com/,,-1,-1,,ai,low
Telesat,lever,telesat,https://jobs.lever.co/telesat,,48,0,0.0,api_sniff,
Temenos,ai (browser),https://www.temenos.com/about-us/careers/,https://www.temenos.com/about-us/careers/,,-1,-1,,ai,high
Tencent,workday,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers,tencent,333,-1,0.0,api_sniff,
Teneo,greenhouse,teneo,https://boards.greenhouse.io/teneo,Teneo ,63,1,0.0,api_sniff,
Tential,ai (browser),https://tential.com/careers/,https://tential.com/careers/,,-1,-1,,ai,low
Terex,workday,https://terex.wd1.myworkdayjobs.com/TerexCareers,https://terex.wd1.myworkdayjobs.com/TerexCareers,terex,252,-1,0.0,api_sniff,
Thai AirAsia,ai (browser),https://careers.airasia.com/,https://careers.airasia.com/,,-1,-1,,ai,low
Thales,smartrecruiters,thales,https://careers.smartrecruiters.com/thales,Thales,2,0,0.0,api_sniff,
Thames Water,ai (browser),https://careers.thameswater.co.uk/,https://careers.thameswater.co.uk/,,-1,-1,,ai,low
The Baltic Exchange,ai (browser),https://www.balticexchange.com/careers,https://www.balticexchange.com/careers,,-1,-1,,ai,low
Thermosafe,ai (browser),https://thermosafe.com/careers/,https://thermosafe.com/careers/,,-1,-1,,ai,low
ThinkPlace,ai (browser),https://www.thinkplace.com.sg/careers/,https://www.thinkplace.com.sg/careers/,,-1,-1,,ai,low
Thomas Foods International,ai (browser),http://thomasfoods.com/careers/,http://thomasfoods.com/careers/,,-1,-1,,ai,low
ThomasLloyd,workable (browser),https://apply.workable.com/thomaslloyd/,https://apply.workable.com/thomaslloyd/,thomaslloyd,-1,-1,,ai,low
ThyssenKrupp,workday,https://thyssenkruppmaterialsna.wd12.myworkdayjobs.com/1,https://thyssenkruppmaterialsna.wd12.myworkdayjobs.com/1,thyssenkruppmaterialsna,207,-1,,ai,medium
Tidewater,taleo (browser),https://phh.tbe.taleo.net/phh03/ats/careers/v2/searchResults?org=TIDETRANS&amp;cws=40,https://phh.tbe.taleo.net/phh03/ats/careers/v2/searchResults?org=TIDETRANS&amp;cws=40,tidewater,-1,-1,0.0,api_sniff,
Tideway,ai (browser),https://www.tideway.london/our-people/,https://www.tideway.london/our-people/,,-1,-1,,ai,low
Tigermed,recruitee (browser),https://tigermed.recruitee.com,https://tigermed.recruitee.com,tigermed,-1,-1,,ai,low
TikTok,ai (browser),https://lifeattiktok.com/,https://lifeattiktok.com/,,-1,-1,,ai,high
Timken,ai (browser),https://careers.timken.com/,https://careers.timken.com/,,-1,-1,,ai,high
Todos Medical,ai (browser),https://www.applicantstack.com/job-not-found/,https://www.applicantstack.com/job-not-found/,,-1,-1,,ai,low
Together Group Studios,smartrecruiters,together,https://careers.smartrecruiters.com/together,Together,25,0,0.0,api_sniff,
Tokio Marine,ai (browser),https://www.tokyomarine.com/en/careers/,https://www.tokyomarine.com/en/careers/,,-1,-1,,ai,low
Tokyo Century,ai (browser),https://www.tokyocentury.com/careers,https://www.tokyocentury.com/careers,,-1,-1,,ai,low
Tokyo Keiki,ai (browser),https://www.tokyokeiki.com/recruit/,https://www.tokyokeiki.com/recruit/,,-1,-1,,ai,low
Tokyu Land,ai (browser),https://www.tokyu-land.co.jp/recruit/,https://www.tokyu-land.co.jp/recruit/,,-1,-1,,ai,low
Tong Ren Tang,ai (browser),https://www.tongrentang.com/,https://www.tongrentang.com/,,-1,-1,,ai,low
Toronto Dominion,workday,https://td.wd3.myworkdayjobs.com/TD_Bank_Careers,https://td.wd3.myworkdayjobs.com/TD_Bank_Careers,td,1682,-1,,ai,high
Toshiba,taleo (browser),https://toshiba.taleo.net/careersection/toshiba_external/jobsearch.ftl,https://toshiba.taleo.net/careersection/toshiba_external/jobsearch.ftl,toshiba,-1,-1,,ai,low
Tower Transit,ai (browser),https://www.towertransit.sg/careers,https://www.towertransit.sg/careers,,-1,-1,,ai,high
Toyota,phenom (browser),https://careers.toyota.com/us/en/search-results?keywords={search_term_string},https://careers.toyota.com/us/en/search-results?keywords={search_term_string},toyota,-1,-1,0.0,api_sniff,
TraceSafe,ai (browser),https://tracesafe.com/careers,https://tracesafe.com/careers,,-1,-1,,ai,low
Tracerco,ai (browser),https://tracerco.com/careers/,https://tracerco.com/careers/,,-1,-1,,ai,low
Trackunit,ai (browser),https://careers.trackunit.com/,https://careers.trackunit.com/,,-1,-1,,ai,low
Trafigura,workday,https://trafigura.wd3.myworkdayjobs.com/TrafiguraCareerSite,https://trafigura.wd3.myworkdayjobs.com/TrafiguraCareerSite,trafigura,104,-1,,ai,high
Trafometal,recruitee (browser),https://trafometal.recruitee.com,https://trafometal.recruitee.com,trafometal,-1,-1,,ai,low
Trainocate,ai (browser),https://trainocate.com/sg/careers,https://trainocate.com/sg/careers,,-1,-1,,ai,low
Travel Guard,taleo (browser),https://travelguard.taleo.net/careersection/external/jobsearch.ftl,https://travelguard.taleo.net/careersection/external/jobsearch.ftl,travelguard,-1,-1,,ai,low
Travix,greenhouse,travix,https://boards.greenhouse.io/travix,Travix,6,0,0.0,api_sniff,
Traxys,ai (browser),https://www.traxys.com/careers,https://www.traxys.com/careers,,-1,-1,,ai,low
Trek,workday,https://trekbikes.wd1.myworkdayjobs.com/TREK,https://trekbikes.wd1.myworkdayjobs.com/TREK,trekbikes,246,-1,,ai,high
Trina Solar,ai (browser),https://careers.trinasolar.com/,https://careers.trinasolar.com/,,-1,-1,,ai,high
TripAdvisor,greenhouse,tripadvisor,https://boards.greenhouse.io/tripadvisor,Tripadvisor,89,1,0.0,api_sniff,
Triton International,ai (browser),https://www.tritoninternational.com/careers,https://www.tritoninternational.com/careers,,-1,-1,,ai,low
Truecaller,greenhouse,truecaller,https://boards.greenhouse.io/truecaller,Truecaller,20,0,0.0,api_sniff,
Tsui Wah,taleo (browser),https://tsuiwah.taleo.net/careersection,https://tsuiwah.taleo.net/careersection,tsuiwah,-1,-1,,ai,low
Tudor Investment,ai (browser),https://www.tudorim.com/careers,https://www.tudorim.com/careers,,-1,-1,,ai,low
Tunap,ai (browser),https://www.tunap.com/tunap/start.php,https://www.tunap.com/tunap/start.php,,-1,-1,,ai,low
Twilio,greenhouse,twilio,https://boards.greenhouse.io/twilio,Twilio,154,3,0.0,api_sniff,
Twitch,greenhouse,twitch,https://boards.greenhouse.io/twitch,Twitch,64,0,0.0,api_sniff,
UCWeb,ai (browser),https://www.ucweb.com/,https://www.ucweb.com/,,-1,-1,,ai,low
UFA,successfactors (browser),https://career17.sapsf.com/careers?company=unitedfarm,https://career17.sapsf.com/careers?company=unitedfarm,ufa,-1,-1,0.0,api_sniff,
USANA Health Sciences,ai (browser),https://careers.usana.com/,https://careers.usana.com/,,-1,-1,,ai,high
Udacity,greenhouse,udacity,https://boards.greenhouse.io/udacity,Udacity,14,0,0.0,api_sniff,
Unilode,ai (browser),https://www.unilode.com/,https://www.unilode.com/,,-1,-1,,ai,low
Union Bulk,recruitee (browser),https://unionbulk.recruitee.com,https://unionbulk.recruitee.com,unionbulk,-1,-1,,ai,low
Uniphore,ai (browser),https://www.uniphore.com/careers/,https://www.uniphore.com/careers/,,-1,-1,,ai,low
United Airlines,phenom (browser),https://careers.united.com/us/en/search-results?keywords=%7Bsearch_term_string%7D,https://careers.united.com/us/en/search-results?keywords=%7Bsearch_term_string%7D,unitedairlines,-1,-1,,ai,high
United Overseas Bank,ai (browser),https://www.uobgroup.com/careers/index.page,https://www.uobgroup.com/careers/index.page,,-1,-1,,ai,high
University of Warwick,taleo (browser),https://warwick.taleo.net/,https://warwick.taleo.net/,universityofwarwick,-1,-1,,ai,high
Uzin Utz,ai (browser),https://int.uzin-utz.com/about-us/worldwide/singapore/,https://int.uzin-utz.com/about-us/worldwide/singapore/,,-1,-1,,ai,low
VSL,ai (browser),https://vsl.com/,https://vsl.com/,,-1,-1,,ai,low
Vale,eightfold (browser),https://vale.eightfold.ai/careers,https://vale.eightfold.ai/careers,vale,-1,-1,0.0,api_sniff,
Valqua,ai (browser),https://valqua.recruiterflow.com/,https://valqua.recruiterflow.com/,,-1,-1,,ai,low
Valr,ai (browser),https://valr.careers.hibob.com/,https://valr.careers.hibob.com/,,-1,-1,,ai,low
Vard,ai (browser),https://www.vard.com/about-us/careers,https://www.vard.com/about-us/careers,,-1,-1,,ai,low
Varde Partners,ai (browser),https://www.vardepartners.com/careers,https://www.vardepartners.com/careers,,-1,-1,,ai,low
Vecima,ai (browser),https://vecima.com/company/careers/,https://vecima.com/company/careers/,,-1,-1,,ai,low
Veka,ai (browser),https://jobs.veka.com/,https://jobs.veka.com/,,-1,-1,,ai,low
Veolia,ai (browser),https://www.veolia.com/en/careers,https://www.veolia.com/en/careers,,-1,-1,,ai,high
Verifavia,ai (browser),https://normecverifavia.com/jobs/,https://normecverifavia.com/jobs/,,-1,-1,,ai,low
Verimatrix,ai (browser),https://www.verimatrix.com/careers/,https://www.verimatrix.com/careers/,,-1,-1,,ai,low
Versuni,phenom (browser),https://careers.versuni.com/gb/en/search-results?keywords=%7Bsearch_term_string%7D,https://careers.versuni.com/gb/en/search-results?keywords=%7Bsearch_term_string%7D,versuni,-1,-1,,ai,low
Vertu,ai (browser),https://vertu.com/careers,https://vertu.com/careers,,-1,-1,,ai,low
Vetter Pharma,successfactors (browser),https://career5.successfactors.eu/career?company=Vetter&clientId=jobs2web&lang=en_US&navBarLevel=MY_PROFILE&_ga=2.48459876.337990762.1623053641-531145372.1615298274,https://career5.successfactors.eu/career?company=Vetter&clientId=jobs2web&lang=en_US&navBarLevel=MY_PROFILE&_ga=2.48459876.337990762.1623053641-531145372.1615298274,vetterpharma,-1,-1,,ai,low
Viatris,workday,https://viatris.wd5.myworkdayjobs.com/External,https://viatris.wd5.myworkdayjobs.com/External,viatris,456,-1,0.0,api_sniff,
Vimeo,ai (browser),https://vimeo.com/careers,https://vimeo.com/careers,,-1,-1,,ai,high
Vintana,ai (browser),https://vintana.com/careers,https://vintana.com/careers,,-1,-1,,ai,low
Virtus Health,ai (browser),https://virtushealth.com/careers,https://virtushealth.com/careers,,-1,-1,,ai,low
Visa,smartrecruiters,visa,https://careers.smartrecruiters.com/visa,Visa,2,0,0.0,api_sniff,
Visy,ai (browser),https://careers.visy.com/jobs/search,https://careers.visy.com/jobs/search,,-1,-1,,ai,low
Vitasoy,ai (browser),https://www.vitasoy.com/en/careers,https://www.vitasoy.com/en/careers,,-1,-1,,ai,low
Vitol,smartrecruiters,vitol,https://careers.smartrecruiters.com/vitol,Vitol,38,8,0.0,api_sniff,
Vodafone,ai (browser),https://careers.vodafone.com/,https://careers.vodafone.com/,,-1,-1,,ai,high
WAGO,ai (browser),https://www.wago.com/global/,https://www.wago.com/global/,,-1,-1,,ai,medium
WBCSD,ai (browser),https://www.wbcsd.org/Careers/,https://www.wbcsd.org/Careers/,,-1,-1,,ai,low
Wantedly,ai (browser),https://www.wantedly.com/companies/wantedly/projects,https://www.wantedly.com/companies/wantedly/projects,,-1,-1,,ai,high
Wartsila,successfactors (browser),https://career2.successfactors.eu/career?career_company=Wartsila&amp;lang=en_GB&amp;company=Wartsila&amp;site=&amp;loginFlowRequired=true&amp;_s.crb=yTlPiLgyuwcNW6fgpvvCFJtAauWaAZVyQMz10xBgM1A%3d,https://career2.successfactors.eu/career?career_company=Wartsila&amp;lang=en_GB&amp;company=Wartsila&amp;site=&amp;loginFlowRequired=true&amp;_s.crb=yTlPiLgyuwcNW6fgpvvCFJtAauWaAZVyQMz10xBgM1A%3d,wartsila,-1,-1,0.0,api_sniff,
Watchfinder,workday,https://richemont.wd3.myworkdayjobs.com/richemont,https://richemont.wd3.myworkdayjobs.com/richemont,richemont,1169,-1,1.0,api_sniff,
Waterwipes,ai (browser),https://www.waterwipes.com/careers,https://www.waterwipes.com/careers,,-1,-1,,ai,low
Webbeds,workday,https://webtravelgroup.wd103.myworkdayjobs.com/WebBeds_Jobs,https://webtravelgroup.wd103.myworkdayjobs.com/WebBeds_Jobs,webtravelgroup,32,-1,1.0,api_sniff,
